Star,review_title,text_review,apps_category,review_length
3.0 out of 5 stars,It is better to have a few because they are made to ...,"They are not the original Tommy coppers. Yess they work but a bit thin compared to the tommie copper site. Tommie's core you must be in shape or you will feel that they are too cmpressing. if you want a little compression buy theses wanna bes. Comprression T- shirts are supose to be tight so, when you workout to compress your musceles. It is better to have a few because they are made to repair muscles recovery. I take mine off and sleep with one and workout with it thanyou have more to maintain the rutine. It can only worke that we if you have the real one!. Don't take chances I bought two and they are too thin.",movie_and_tv,119
1.0 out of 5 stars,Where IS IT?,"""Follow the directions and download the Amazon Video app for laptops to download and watch your Amazon Prime movie purchases. Yeah, right... You cannot get there from anywhere. I can download to my iPhone and watch on a mini-screen but absolutely cannot find the amazon app to watch the movie on my laptop offline. I must be connected to the internet to watch my purchases on my laptop.",movie_and_tv,68
1.0 out of 5 stars,9 people found this helpful,"Don't use this app unless you are prepared to scratch your head and wonder who does this!I'm a tech guy, have literally 1000's of apps, 100's I use all the time, constantly tweaking, streaming, VPN's, and on, but this app...is literally one that looks simple, is so in terms of coding, but immediately it advises you to go to settings and set up wifi, what for when you are connected via LAN.Then...one navigates over to settings and that is where it sits, and sits and sits.My insight is this, the premise of this app is just like the other ""live tv"" apk's however in execution...it falls flat.The base is fine, the developer really needs to step up on the delivery.Until then beta test, then test some more.This APK is a fail.",movie_and_tv,131
5.0 out of 5 stars,Good,This is good. I enjoy watching,movie_and_tv,6
2.0 out of 5 stars,Hard to set up,To difficult to set up.  No other app is this difficult.,movie_and_tv,11
2.0 out of 5 stars,Report abuse,Translate review to English,movie_and_tv,4
3.0 out of 5 stars,Tv channel,Tv channel. What more can be said.,movie_and_tv,7
1.0 out of 5 stars,8 people found this helpful,Translate review to English,movie_and_tv,4
1.0 out of 5 stars,Couldn't get the app to work,I couldn't get myTV to work because it wouldn't take my email account,movie_and_tv,13
1.0 out of 5 stars,fire stick,could not get it to work,movie_and_tv,6
2.0 out of 5 stars,Misleading,Misleading,movie_and_tv,1
1.0 out of 5 stars,2 people found this helpful,Translate review to English,movie_and_tv,4
1.0 out of 5 stars,Won't load,Would not load up on setup only to 90%then it freezes,movie_and_tv,11
1.0 out of 5 stars,Did not work,Did not load,movie_and_tv,3
1.0 out of 5 stars,Report abuse,Translate review to English,movie_and_tv,4
4.0 out of 5 stars,App,It's TV,movie_and_tv,2
1.0 out of 5 stars,One person found this helpful,Not useful not useful post,movie_and_tv,5
1.0 out of 5 stars,Really,Not working,movie_and_tv,2
5.0 out of 5 stars,Jude,Enjoy it,movie_and_tv,2
1.0 out of 5 stars,One person found this helpful,Translate review to English,movie_and_tv,4
2.0 out of 5 stars,2 people found this helpful,Subscription tv,movie_and_tv,2
1.0 out of 5 stars,Not for me,Didn’t like it,movie_and_tv,3
5.0 out of 5 stars,Ok,Ok,movie_and_tv,1
1.0 out of 5 stars,Don't bother,Total crap 😡,movie_and_tv,3
5.0 out of 5 stars,MY TV,Love this station love all the prgrams i grew up with,movie_and_tv,11
1.0 out of 5 stars,Needs more help,It started to load very quickly froze at 90% I waited 40 mins.  Started over and the same issue...,movie_and_tv,19
1.0 out of 5 stars,Junk,Would not load past 90% piece of crap app,movie_and_tv,9
1.0 out of 5 stars,Paid Purchase,"Nothing popped up to let us know that we were ""purchasing"" the show that we wanted to watch.  As of yet, have not been able to cancel the purchase.  Not happy at all.  If I could give a zero rating, I would,",movie_and_tv,42
1.0 out of 5 stars,Extra device is needed besides app,"Saw the app alone , did not a device was needed to receive service , have already deleted app",movie_and_tv,19
1.0 out of 5 stars,Junk,Loads to 90%>and stays there. Never got it to work. Thought Amazon vetted these apps. Just junk,movie_and_tv,17
1.0 out of 5 stars,No good,Didn't work,movie_and_tv,2
4.0 out of 5 stars,One person found this helpful,gut,movie_and_tv,1
1.0 out of 5 stars,Tv,Didnt work,movie_and_tv,2
2.0 out of 5 stars,Voice and picture out of sync. Color of picture ...,"Voice and picture out of sync.Color of picture saturated, does not look the same as off the air signal.",movie_and_tv,19
3.0 out of 5 stars,local,"I wanted local live tv stations in the area or over the air,all I get are movies.",movie_and_tv,17
